index_character,index_world,name,poster,hero,url,group,Unnamed: 8,url_info,description,index
спойлерПосле событий в Арке Эниес Лобби он становится беглецом, и его преследует Мировое Правительство.

",756
78,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Фукуро,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Фукуро.jpg,Аниме,,https://you-anime.ru/characters/fukuro-2,"Сила - 800 дорики.Больше аналитик, чем боец. Обожает болтать, из-за чего ему в рот вшили молнию. Мастер в «бесшумном убийстве» и Гэппо. Побежден Френки.",757
79,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Хельмеппо,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Хельмеппо.jpg,Аниме,,https://you-anime.ru/characters/helmeppo,"Лейтенант-коммандер, сын капитана Моргана. Вначале был избалованным ребёнком, однако после поражения и отстранения своего отца от должности начал исправляться. Во время службы подружился с Коби и вместе с ним сейчас служит под началом вице-адмирала Гарпа.",758
80,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Коби,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Коби.jpg,Аниме,,https://you-anime.ru/characters/kobi,"Юноша, служивший юнгой на корабле Альвиды в Ист Блю, а позже спасенный Луффи и вступивший в Морской дозор. Вместе с Хельмеппо, сыном капитана Моргана, оказался под началом вице-адмирала Гарпа.
спойлерВо время битвы в Маринфорде у него пробудилась «Воля созерцателя».

",759
81,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Сэнгоку,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Сэнгоку.jpg,Аниме,,https://you-anime.ru/characters/sengoku,"Он же Будда — герой Дозора, старый друг вице-адмирала Гарпа. Во время битвы в Марифорде атаковал Луффи, который добрался до эшафота.
спойлерОстановил Гарпа, по его же просьбе, когда тот хотел атаковать Акаину за убийство Эйса. После гибели Белоуса сражался с Тичем. После битвы в Марифорде подал в отставку из-за того, что больше не мог терпеть действия Мирового Правительства, и на своё место порекомендовал Аокидзи.

",760
82,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Трафальгар Ло,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Трафальгар%20Ло.jpg,Аниме,,https://you-anime.ru/characters/trafalgar-lo,"Капитан и доктор «Пиратов сердца», пиратской команды из Норт Блю. Один из пиратов, которых называют «Одиннадцать сверхновых», после арки «Маринфорд» он стал одним из ситибукаев.ВнешностьХудощавый молодой человек высокого роста. У него чёрные волосы, бо́льшая часть которых, за исключением чёрных бакенбард по обеим сторонам лица и небольшой чёрной бородки, прикрыта меховой шапкой северного стиля, белого цвета, с пятнами на основании и полях.Ходит в жёлтой кофте с изображением «весёлого Роджера» на груди. Носит джинсы с различными пятнами на коленях и лодыжках, очень похожих на те, что на шляпе, но темнее по цвету, а также пару тёмных туфель. Носит по паре серёг в каждом ухе.У Ло много татуировок племенного стиля на руках; на левой руке — буквы «D», «E», «A», «T» и «H», наколотые чёрным цветом на обратной стороне каждого пальца. При себе имеет нодати, который использует в сочетании со способностями дьявольского фрукта. Это большой меч продолговатой формы с цубой (защита руки), покрытой короткой белой шерстью, вложенный в чёрные ножны, украшенные белыми крестами сверху донизу и небольшим куском красной верёвки, привязанным у верха. Из-за размеров оружия Ло обычно несёт этот меч на плече (в отличие от остальных мечников, которые носят меч либо в ножнах на бедре, либо на спине), но иногда он доверяет своему накама Бепо носить меч вместо него.В описании Эйитиро Оды сверхновых после арки «Эниес Лобби» Трафальгар Ло носит жёлтую майку наподобие той, что была раньше, и чёрную куртку поверх неё. На Панк Хазарде носил шляпу и длинное чёрное пальто с символом команды по подолу и на рукавах. На ногах — чёрные сапоги. Попав на корабль Мугивар, Трафальгар снял пальто, заменив его кофтой со странным воротником. Джинсы и меховая шапка с козырьком остались неизменными.",761
83,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Юстасс Кид,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Юстасс%20Кид.jpg,Аниме,,https://you-anime.ru/characters/yustass-kid,"Капитан команды «Пиратов Кида». Получил столь высокую награду (на начало истории 315 000 000 белли) за нападения и убийства мирного населения. Силён в бою, из металлических предметов создаёт себе две гигантские руки, которыми и дерётся. Морской Дозор приписал его к нападению на Тэнрюбито, на архипелаге Сабаоди. Имеет скверный и высокомерный характер.
спойлерВ «Новом Мире» потопил два корабля Большой Мамочки. В настоящее время находится за решёткой в стране Вано, где базируется Кайдо.

",762
84,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Боа Хэнкок,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Боа%20Хэнкок.jpg,Аниме,,https://you-anime.ru/characters/boa-henkok,"Родилась на Амазон-Лили, в Калм Белт. В возрасте 12 лет, вместе с сёстрами (Боа Мэриголд и Боа Сандерсоня) была похищена с корабля и продана с аукциона во владение тэнрюбитто (неприкосновенная мировая аристократия, потомки «Отцов-основателей» существующего мирового порядка). Как и все рабы, становящиеся собственностью тэнрюбитто, Боа Хэнкок была клеймена печатью «Лапы взлетевшего дракона», которая символизировало её статус недочеловека, живой вещи в собственности аристократов.За годы рабства будущая Императрица Пиратов претерпела много унижений, страха и отчаяния. Спустя четыре года в Марижуа с целью вызволить из рабства своих сородичей пришёл легендарный рыбочеловек по имени Фишер Тайгер. Но начав освобождать рабов-рыболюдей, он попутно дал свободу всем рабам. Во время мятежа рабов на Марижуа сёстры Боа бежали из рабства. После сёстры встретили бабушку Нён (бывшую императрицу Амазон-Лили, Глориосу), которая приютила, помогла вернуться на родину и придумать правдоподобную легенду, чтобы скрыть позорное прошлое.Благодаря силе фрукта Мэро-Мэро и своим личным качествам, Боа Хэнкок взошла на престол Амазон-Лили, который занимает уже 11 лет. Позже ей предложили и титул Шичибукая, который она приняла.
спойлерНакануне казни Портгаса Д. Эйса категорически отказывалась участвовать в войне против пиратского флота Белоуса, но, влюбившись в Луффи, дабы помочь ему спасти брата, согласилась, с условием своего посещения самой неприступной тюрьмы Дозора — подводной тюрьмы Импел Даун. Императрица Пиратов провела его на корабль морфлота, пряча под плащом.


спойлерВо время войны она спасла Луффи от Смокера, дала первому ключ от наручников Эйса, а также отвлекла на себя и вывела из строя нескольких Пацифистов. По окончании войны очаровала Дозорных, взяла корабль и отправилась за Луффи, которого спас и взял на свою субмарину Трафальгар Ло. Нагнав Луффи, она сопроводила их всех обратно на Амазон-Лили, который защищает её статус Шичибукая, для того, чтобы спрятать и вылечить там Луффи. После двух лет тренировок Хэнкок отвезла Луффи на архипелаг Сабаоди, а, когда тот вместе с командой уже собирался отправиться на остров рыболюдей, прикрыла его от преследующих Дозорных.

",763
85,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Сильверс Рэйли,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Сильверс%20Рэйли.jpg,Аниме,,https://you-anime.ru/characters/silvers-reili,"«Тёмный лорд» Сильверс Рэйли - правая рука короля пиратов, обладающий Волей. В данное время занимается усовершенствованием судов, чтобы они могли спуститься под воду на остров рыболюдей.Живёт на архипелаге Сабаоди. Увлекается азартными играми. И чтобы вылезти из долгов продает себя на рынке рабов, а потом грабит «счастливого» покупателя. Пару раз спасал Луффи и его команду во время действий на этом архипелаге. По силе равен адмиралу Дозора.После войны в Маринфорде и смерти Эйса, Рэйли прибыл на остров женщин, чтобы забрать Луффи. В течение полутора лет он обучал Мугивару владению Волей, а также лично оснастил корабль Мугивар ""Саузенд Санни"" для путешествия к острову рыболюдей.",764
86,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Рюма,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Рюма.jpg,Аниме,,https://you-anime.ru/characters/ryuma-2,"Легендарный самурай из страны Вано, также известный как Симоцуки Рюма, который был превращён в зомби-генерала доктором Хогбаком спустя сотни лет после его смерти. Его труп обладал тенью Брука во время арки Триллер Барка.",765
87,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Норланд Монблан,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Норланд%20Монблан.jpg,Аниме,,https://you-anime.ru/characters/norland-monblan,"Человек, родившийся в Норт Блю. В сказках слыл обманщиком и лжецом, «выдумавшем» историю о золотом городе на Джае. Бывший адмирал Королевства Лвнил и путешественник на Гранд Лайн. Стоял на своём до самой смерти. В действительности — это честный и храбрый человек, заботившийся о своих подчинённых, что противоречит истории. Беззаботен и дружелюбен, обладал твёрдой решимостью. Единственным недостатком Норланда являлось то, что он ни с кем не советовался насчёт своих планов и действий, однако всё, что делал, было, как он считал, во благо людей. Ни мгновения не колебался, рискуя своей жизнью, чтобы спасти Мус, а также решил взять на себя ответственность за снятие проклятия с жителей острова Джаи. Глубоко раскаивался, когда узнал, что деревья, срубленные им для спасения жителей Джаи, были свящёнными. Тогда обитатели острова попросили его команду оставить всё золото на острове в качестве расплаты за совершённое преступление.",766
88,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Бепо,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Бепо.jpg,Аниме,,https://you-anime.ru/characters/bepo,"Говорящий белый медведь, один из команды «Пираты Сердца» под предводительством Трафальгара Ло. «Правая рука» капитана, ответственный за новичков и готовый защищать друзей любой ценой. По стилю боя похож на Санджи, так как преимущественно дерётся ногами.",767
89,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Кунг-фу дюгони,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Кунг-фу%20дюгони.jpg,Аниме,,https://you-anime.ru/characters/kung-fu-dyugoni,"Тип дюгоней, живущих в Алабасте, которые славятся своими навыками боевых искусств и силой. Кодекс чести дюгоней велит, что как только дюгони побеждены, они обязаны стать последователями того, кто победил их. Кодекс распространяется на любых «учеников», которых их владелец может иметь вместе с учением. Луффи стал хозяином кунг-фу-дюгоней после того, как невольно победил их всех. Они живут на реке Сандора. Спустя два года после событий арки «Мориндорф» один из дюгоней был замечен в королевском дворце; неизвестно, был ли он просто в гостях или живёт там. По классификации дюгони относятся к типу «B», то есть «маленькие дружелюбные».",768
90,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Киллер,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Киллер.jpg,Аниме,,https://you-anime.ru/characters/killer,"

 Прозвище: Мясник

 Награда за поимку: 162 000 000

 Ранг: Боец из команды Пиратов Кида

 Родина: Саут Блю

 Фрукт: нет

Фехтовальщик Пиратов Кида, сражается двумя вращающимися серпами.",769
91,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Дзимбэй,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Дзимбэй.jpg,Аниме,,https://you-anime.ru/characters/dzimbei,"Рыбочеловек-китовая акула. Друг Эйса. Был одним из ситибукай, но отказался от статуса, не желая участвовать в войне против Белоуса. Не раз помогал Луффи и даже принял его предложение вступить в команду пиратов Соломенной Шляпы, но только после того, как решит все свои дела.
спойлерВо время арки Пирожного Острова объявляет о своём решении покинуть команду пиратов Большой Мамочки и присоединиться к команде пиратов Соломенной Шляпы. Во время арки помогает Луффи и его команде сбежать с Пирожного острова и обещает присоединиться к ним в Вано. Позже, действительно,  представлен как рулевой пиратов Соломенной Шляпы.

",770
92,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Дюваль,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Дюваль.jpg,Аниме,,https://you-anime.ru/characters/dyuval,"Капитан команды ""Наездники сладкой жизни"" по прозвищу ""Железная маска"". Был вынужден носить маску из-за жуткой похожести на рисунок Санджи с наградного плаката, что подпортило его спокойную пиратскую жизнь. Однако, лицо Дюваля было подкорректировано самим же Санджи. Многочисленные пинки по лицу сделали из него настоящего красавца, но у нового лица есть дефект в части подмигивания.Во время таймскипа охранял корабль пиратов Соломенной шляпы от похитителей.",771
93,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Доктор Хирурук,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Доктор%20Хирурук.jpg,Аниме,,https://you-anime.ru/characters/doktor-hiruruk,"Врач-шарлатан с острова Драм, а также первый накама и наставник Чоппера. Перед тем, как стать врачом-шарлатаном, Хирурук был вором и разбойником. Очень эксцентричный человек, который проверял свои экспериментальные лекарства на ничего не подозревающих пациентах ради них самих, как сам он считал. Но каждая попытка была неудачной, в результате чего врачу-шарлатану приходилось спасаться бегством от разъярённых пациентов. Часто он воровал у людей, которых лечил или даже просто незнакомых ему прохожих, деньги, причём, похоже, не чувствуя совершенно никакой вины перед ними. Но, как ни странно, он не просил у пациентов денег за лечение. Когда-то давно он был человеком, который не подчинялся законам, грабил и причинял людям страдания. Однако после того, как его болезнь временно отступила, он захотел вылечить королевство Драм. Над этой идеей он работал более тридцати лет, что говорит о его бесконечной терпеливости и упорстве. Эксперименты Хирурука множество раз заканчивались взрывом и полным провалом, но он никогда не сдавался, продолжая пробовать вновь и вновь. Люди в городе ненавидели Хирурука, однако он был очень заботливым по отношению к другим, стараясь изо всех сил вылечить их болезни, хоть и не обладал какими-либо реальными медицинскими знаниями. Его доброта и заботливость также распространяется на животных. При встрече с тяжело раненым Чоппером его первым желанием было помочь ему, даже когда Чоппер побил Хирурука, последний не отступил и в конечном итоге принял оленя к себе, стал для него отцом и единственным другом. Перед самой своей смертью он попросил Курэху научить Чоппера медицине.",772
94,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Паппаг,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Паппаг.jpg,Аниме,,https://you-anime.ru/characters/pappag,,773
95,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Сякуяку,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Сякуяку.jpg,Аниме,,https://you-anime.ru/characters/syakuyaku,,774
96,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Хина,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Хина.jpg,Аниме,,https://you-anime.ru/characters/hina-2,,775
97,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Святая Шалулия,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Святая%20Шалулия.jpg,Аниме,,https://you-anime.ru/characters/svyataya-shaluliya,,776
98,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Святой Чарлос,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Святой%20Чарлос.jpg,Аниме,,https://you-anime.ru/characters/svyatoi-charlos,,777
99,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Х. Дрейк,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Х.%20Дрейк.jpg,Аниме,,https://you-anime.ru/characters/h-dreik,,778
100,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Джевелри Бонни,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Джевелри%20Бонни.jpg,Аниме,,https://you-anime.ru/characters/dzhevelri-bonni,,779
101,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Бэзил Хоукинс,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Бэзил%20Хоукинс.jpg,Аниме,,https://you-anime.ru/characters/bezil-houkins,,780
102,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Скрэтчмен Апу,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Скрэтчмен%20Апу.jpg,Аниме,,https://you-anime.ru/characters/skretchmen-apu,,781
103,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Ягуар Д. Саул,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Ягуар%20Д.%20Саул.jpg,Аниме,,https://you-anime.ru/characters/yaguar-d-saul,,782
104,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Урог,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Урог.jpg,Аниме,,https://you-anime.ru/characters/urog,,783
105,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Бег Капоне,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Бег%20Капоне.jpg,Аниме,,https://you-anime.ru/characters/beg-kapone,,784
106,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Боа Мэриголд,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Боа%20Мэриголд.jpg,Аниме,,https://you-anime.ru/characters/boa-merigold,,785
107,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Боа Сандерсония,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Боа%20Сандерсония.jpg,Аниме,,https://you-anime.ru/characters/boa-sandersoniya,"Средняя по старшинству среди «сестёр-горгон». Довольно крупная девушка, напоминающая чем-то змею. Её голова непропорциональна телу. Имеет длинный раздвоенный язык, который часто торчит изо рта. Также у неё длинные зелёные волосы и глаза (во время действия плода глаза становятся янтарного цвета).",786
108,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Борсалино Кизару,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Борсалино%20Кизару.jpg,Аниме,,https://you-anime.ru/characters/borsalino,"Он же Кидзару (яп. 黄猿, Жёлтая Обезьяна) — адмирал Морского Дозора. Во время действий на архипелаге Сабаоди Кидзару разгромил команду Луффи. Также, забавы ради, одолел нескольких «сверхновых», а именно: X. Дрейка, Урога, Бэзила Хоукинса и Скретчмена Апу. С Борсалино постоянно ходит Сэнтомару. Возможно, они уже долго знают друг друга, так как Сэнтомару называет Кидзару дядей. Дьявольский фрукт — Пика-Пика, логия; позволяет владельцу создавать, контролировать и превращаться в свет.",787
109,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Макино,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Макино.jpg,Аниме,,https://you-anime.ru/characters/makino,"Барменша из бара в родной деревне Луффи. Из-за её любви к Луффи иногда кажется, что она его приёмная мать или сестра. Она всегда поддерживает его на пути к мечте. Кажется, что она согласна с любым выбором Луффи, если он при этом будет счастлив и в кругу друзей. Кроме того, она давала ему еду в долг, когда он говорил, что станет великим пиратом и найдёт клад. Она вместе с мэром Вуп Слэпом первой узнаёт о событиях, происходящих с Луффи на его пути к мечте.",788
110,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Косиро,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Косиро.jpg,Аниме,,https://you-anime.ru/characters/kosiro,Мастер додзё «Иссин» в деревне Симоцуки и учитель Ророноа Зоро. Отец покойной Куины.,789
111,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Куина,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Куина.jpg,Аниме,,https://you-anime.ru/characters/kuina-2,"Друг детства Ророноа Зоро и дочь Косиро. Зоро часто сражался с ней, но спустя 2000 сражений, так и не мог её победить. Они пообещали друг другу, что один из них непременно станет величайшим мечником в мире. Поэтому-то Зоро и развил технику «Санторю» (Суть «Санторю» заключается в использовании трех мечей вместо одного).
спойлерНа следующий день после заключения клятвы, Зоро узнал что она упала с лестницы, пытаясь достать заточку, и погибла. Зоро на неё разозлился и обвинил в том, что она сбежала от их клятвы. В конце, Зоро попросил у её отца разрешения взять Вадо Итимондзи. Таким образом, Зоро пообещал исполнить их мечту.

",790
112,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Мерри,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Мерри.jpg,Аниме,,https://you-anime.ru/characters/merri-2,"Дворецкий Каи и тот, кто создал первый корабль «Пиратов Соломенный шляпы» — Гоинг Мерри.",791
113,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Банкина,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Банкина.jpg,Аниме,,https://you-anime.ru/characters/bankina,"Банкина - мать Усоппа и жена Ясоппа. Несмотря на то, что Банкина была женой Ясоппа, она не препятствовала ему в его желании выйти в море с Пиратами Красноволосого. Но из-за этого, Усоппу приходится расти одному с больной матерью, которая была прикована к постели.
спойлерИз-за этого Усопп каждый день говорил одну и ту же ложь, что его отец наконец вернулся, надеясь, что это поможет его маме сохранить ее надежды и поможет ей восстановиться. Тем не менее, она понимала, Ясопп уже не вернется и до своей смерти сказала Усоппу, что была бы рада если он станет таким же сильным и храбрым. Даже после того как его мама скончалась, Усопп продолжал каждый день говорить в деревне, что к ним прибыли пираты.

",792
114,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Маргарет,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Маргарет.jpg,Аниме,,https://you-anime.ru/characters/margaret-2,"Бывший воин племени Куджа, живущего на острове Амазон Лили. Вместе со Свит Пи и Афеландрой спасла Луффи после того, как он съел грибы, которые полностью покрыли его тело и едва не убили. Спустя два года стала новым членом команды «Пиратов Куджа».ВнешностьМолодая женщина с короткими светлыми и вьющимися волосами. Имеет длинные изящные ноги и стройную фигуру.",793
115,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Даз Бонс,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Даз%20Бонс.jpg,Аниме,,https://you-anime.ru/characters/daz-bons,"Бывший охотник за головами, присоединившийся к «Барок Воркс», где был самым высоко оцениваемым мужчиной из Агентов Высшего Звена и следующим по силе после Крокодайла. Его кодовое имя было Мистер Оди́н, а его партнером была Мисс Даблфингер. Он пользователь плода, который обладает силой Супа Супа но Ми, позволяющий ему превращать любую часть своего тела в сверхтонкое и прочное лезвие.",794
116,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Цуру,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Цуру.jpg,Аниме,,https://you-anime.ru/characters/curu,"«Великий тактик» Цуру — вице-адмирал Морского Дозора, служащий в Мариджоа.",795
117,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Гомбе,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Гомбе.jpg,Аниме,,https://you-anime.ru/characters/gombe,"Питомец Чимни. Почти всегда находится рядом со своей хозяйкой. Всегда идёт туда, куда направляется Чимни и часто повторяет её действия. Его невозможно встретить без широкой улыбки. Убеждён, что он кошка и старается «мяукать», хотя в действительности является кроликом.",796
118,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Кокоро,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Кокоро.jpg,Аниме,,https://you-anime.ru/characters/kokoro-2,"Главный проводник морского поезда Пыхтящий Том на станции неподалёку от Water 7, а также русалка семейства Саланксовые. У неё есть внучка по имени Чимни, которая сопровождает её повсюду. Была секретарём Тома, что повлияло на становление проводником. Представляется как человек, потому как телосложение русалки в нижней части тела напоминает настоящие ноги.",797
119,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Сэнтомару,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Сэнтомару.jpg,Аниме,,https://you-anime.ru/characters/sentomaru,"Телохранитель Вегапанка и командир Научного Отряда Дозора. После таймскипа он стал полноценным офицером Дозора. По его действиям, его можно считать главным антагонистом арки возвращения на Сабаоди.",798
120,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Фишер Тайгер,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Фишер%20Тайгер.jpg,Аниме,,https://you-anime.ru/characters/fisher-taiger,"Рыбочеловек, также известен как Авантюрист. Основатель и первый капитан пиратов рыболюдей, «Пиратов Солнца». Легендарная фигура среди рыболюдей, известен многими подвигами и удивительной волей. Тайгер, по словам Боы Хэнкок, безрассуден и очень жесток, он атаковал Мари Джоа и сжёг весь город, чтобы освободить всех рабов рыболюдей. Однако первое впечатление Хэнкок оказалось обманчиво. Вопреки ему, Тайгер на самом деле сострадателен и очень милостив, он не одобряет бессмысленного насилия и приказал не убивать людей. Крайне идеалистичен, сделав принципы освобождения и свободы основой «Пиратов Солнца». Беспокоился, что королева Отохимэ, вероятно, сравнивала его с кровожадным и жестоким Арлонгом, рассматривая их, как похожих индивидуалистов.В то время как королева Отохимэ желала межвидового сотрудничества между рыболюдьми и человеческой расой, Фишер до самой смерти считал, что эти расы должны оставаться разделёнными. Несмотря на ненависть к людям, он не дискриминировал их, когда дело доходило до рабства, и освободил каждого из них во время рейда на Святую землю. У пирата была также и тёмная сторона личности. Как он утверждал, «демоны», проживающие в нём, — одни из самых жутких. Пытался подружиться с людьми, однако был предан согражданами Коалы, из-за чего пришёл к осознанию, что вне зависимости от того, сколько усилий приложить, он никогда не сможет полюбить человеческую расу. Из-за этого отказался от переливания человеческой крови. Его последняя надежда на изменение отношений между видами виднелась в следующем поколении таких, как Коала, кто не знает о ненависти. Попросил свою команду не раскрывать трагедию, постигшую «Пиратов Солнца», на их пути ненависти к человечеству.",799
121,15,One piece,https://i.pinimg.com/564x/b6/42/6d/b6426daea79af43136dc2dd858ddbf9b.jpg,Фокси,https://raw.githubusercontent.com/yupest/guess_who/main/data/One%20piece/Фокси.jpg,Аниме,,https://you-anime.ru/characters/foksi,"«Серебряный лис» Фокси мошенник и обманщик, обладающий силой плода нору-нору замедлять других. Его команда специализируется на игре «раздача Дейви», где на кон ставятся члены команды.",800
